V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,mTurkCode,Q26,Q1,Q2,Q2,Q45_7,Q45_9,Q20_7,Q20_9,Q18_6,Q18_7,Q26_7,Q26_9,Q18_4,Q18_5,Q19_4,Q19_5,Q19_1,Q19_2,Q8,Q9,Q15,Q16,Q12,DO-BR-FL_17,DO-BR-FL_35,DO-BR-FL_31,DO-BR-FL_48,DO-BR-FL_56,DO-BR-FL_52,DO-BL-Treatment,DO-BL-Control,DO-Q-Q1,DO-Q-Q2,LocationLatitude,LocationLongitude,LocationAccuracy,
R_BJK0sbqdKPOPZtL,Default Response Set,Anonymous,,,99.109.98.84,0,2016-04-24 01:54:55,2016-04-24 01:57:40,1,4100322,45-54,Democrat,Moderate,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Slightly familiar,Moderately familiar,Male,Masters Degree,"Management, professional, and related ",Married with children,Texas,,,Treatment,,,,Q45|Q20|Q18,,3|1|2,1|2,32.85920715332,-97.081901550293,-1,
R_2cqklznfLal8Pm2,Default Response Set,Anonymous,,,65.32.86.181,0,2016-04-24 02:02:16,2016-04-24 02:03:09,1,2249900,35-44,Democrat,Weak,,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly familiar,Slightly familiar,Male,2-year College Degree,"Management, professional, and related ","Single, never married",Florida,,,Control,,,,,Q26|Q19|Q18,2|3|1,2|1,27.498901367188,-82.574798583984,-1,
R_Ox8Hg7MG7eEAMBX,Default Response Set,Anonymous,,,98.22.109.25,0,2016-04-24 02:00:35,2016-04-24 02:04:04,1,5029641,45-54,Republican,Strong,,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Very familiar,Moderately familiar,Female,4-year College Degree,Unemployed,Divorced,New Mexico,,,,,,Control,,Q26|Q18|Q19,1|3|2,2|1,32.299499511719,-104.28749847412,-1,
R_2VxRKxkiQuj3Ulm,Default Response Set,Anonymous,,,99.109.98.84,0,2016-04-24 02:04:36,2016-04-24 02:05:33,1,7037615,45-54,Democrat,Strong,,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Moderately familiar,Moderately familiar,Male,Masters Degree,Sales and office ,Married with children,Texas,,,Treatment,,,,Q45|Q18|Q20,,2|1|3,1|2,32.85920715332,-97.081901550293,-1,
R_2yj5gQyN6LlIymK,Default Response Set,Anonymous,,,24.224.34.23,0,2016-04-24 02:01:22,2016-04-24 02:07:33,1,2148537,45-54,Democrat,Moderate,,,,,,,,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Very familiar,Moderately familiar,Female,Masters Degree,Unemployed,Married with children,Texas,,,Control,,,,,Q26|Q18|Q19,2|1|3,2|1,27.461502075195,-97.843696594238,-1,
R_1LGTV14p6shwd97,Default Response Set,Anonymous,,,206.174.127.175,0,2016-04-24 02:05:31,2016-04-24 02:09:50,1,5211552,26-34,Independent,,Democrat,,,,,,,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Very familiar,Extremely familiar,Female,Some College,Other,Married with children,Alaska,,Control,,,,,,Q26|Q19|Q18,3|1|2,2|1,60.660598754883,-150.90600585938,-1,
R_2ROOfPSNiqxhPqt,Default Response Set,Anonymous,,,24.18.114.41,0,2016-04-24 02:09:35,2016-04-24 02:11:55,1,2357469,18-25,Democrat,Moderate,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Slightly familiar,Slightly familiar,Male,Some College,Unemployed,"Single, never married",Washington,Control,,,,,,,Q26|Q19|Q18,1|3|2,1|2,47.248092651367,-122.47259521484,-1,
R_2uxGqLt0Rr5vDpU,Default Response Set,Anonymous,,,67.183.66.22,0,2016-04-24 02:12:55,2016-04-24 02:15:57,1,96401,45-54,Democrat,Strong,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,,,,,,,Slightly familiar,Moderately familiar,Female,4-year College Degree,Unemployed,Married with children,Washington,,,Treatment,,,,Q45|Q20|Q18,,3|1|2,1|2,47.685394287109,-122.28720092773,-1,
R_3GdJT9mXfmah3yg,Default Response Set,Anonymous,,,66.91.243.226,0,2016-04-24 02:24:21,2016-04-24 02:27:08,1,147406,26-34,Republican,Strong,,,,,,,,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Extremely familiar,Slightly familiar,Female,Some College,Sales and office ,Separated,Hawaii,,,,,Control,,,Q26|Q19|Q18,1|3|2,1|2,21.343002319336,-157.93490600586,-1,
R_25uYZcwFhSvKF72,Default Response Set,Anonymous,,,98.230.219.82,0,2016-04-24 02:34:25,2016-04-24 02:38:04,1,1431169,45-54,Republican,Moderate,,,,,,,,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Very familiar,Moderately familiar,Female,Masters Degree,Other,Married with children,New Mexico,,,,,,Control,,Q26|Q19|Q18,2|3|1,2|1,32.271392822266,-106.73729705811,-1,
R_3dVQIYv1pu3MW65,Default Response Set,Anonymous,,,68.97.210.119,0,2016-04-24 02:37:28,2016-04-24 02:40:49,1,5369468,26-34,Democrat,Moderate,,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,,,,,,,Extremely familiar,Extremely familiar,Female,4-year College Degree,"Management, professional, and related ",Married without children,Oklahoma,,Treatment,,,,,Q45|Q18|Q20,,3|1|2,1|2,35.616394042969,-97.636901855469,-1,
R_2uKa1ns41cphESp,Default Response Set,Anonymous,,,184.180.220.111,0,2016-04-24 02:56:54,2016-04-24 03:01:19,1,2627542,26-34,Democrat,Moderate,,,,,,,,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,Moderately familiar,Very familiar,Female,Masters Degree,Sales and office ,"Single, never married",California,,Control,,,,,,Q26|Q18|Q19,3|2|1,2|1,33.738800048828,-118.29560089111,-1,
R_3HzTEczRJuM2vfR,Default Response Set,Anonymous,,,64.134.31.83,0,2016-04-24 03:03:40,2016-04-24 03:07:39,1,7590572,18-25,Republican,Moderate,,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,Extremely familiar,Extremely familiar,Male,High School / GED,"Production, transportation, and material moving ","Single, never married",Texas,,,,Treatment,,,Q45|Q18|Q20,,2|3|1,1|2,37.751007080078,-97.821998596191,-1,
R_3HjoPg7LfcC2ofg,Default Response Set,Anonymous,,,199.253.12.17,0,2016-04-24 03:04:39,2016-04-24 03:09:26,1,7136005,45-54,Independent,,Republican,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,,,,,,,Slightly familiar,Slightly familiar,Female,4-year College Degree,Government ,Married without children,North Dakota,,,,,,Treatment,Q45|Q18|Q20,,2|3|1,1|2,48.653503417969,-99.863502502441,-1,
R_2rScb6Vk6EJ0yZg,Default Response Set,Anonymous,,,108.202.164.185,0,2016-04-24 03:28:03,2016-04-24 03:31:39,1,7969210,26-34,Democrat,Moderate,,Agree,Agree,Agree,Agree,Disagree,Disagree,,,,,,,Moderately familiar,Moderately familiar,Male,"Professional Degree (JD, MD)",Unemployed,"Single, never married",California,,Treatment,,,,,Q45|Q20|Q18,,3|1|2,2|1,37.372100830078,-121.86430358887,-1,
R_s8b67JU8K1dmoPn,Default Response Set,Anonymous,,,74.211.93.140,0,2016-04-24 03:34:35,2016-04-24 03:38:04,1,1263956,18-25,Republican,Strong,,,,,,,,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Extremely familiar,Moderately familiar,Male,4-year College Degree,"Management, professional, and related ","Single, never married",Utah,,,,Control,,,,Q26|Q19|Q18,2|3|1,1|2,37.064498901367,-113.57460021973,-1,
R_Wl0CDH2sM4kWJUt,Default Response Set,Anonymous,,,96.226.110.46,0,2016-04-24 03:38:10,2016-04-24 03:45:27,1,6472529,35-44,Democrat,Strong,,,,,,,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Extremely familiar,Extremely familiar,Female,Masters Degree,"Management, professional, and related ",Married without children,Texas,,,Control,,,,,Q26|Q18|Q19,3|1|2,1|2,33.094497680664,-97.311798095703,-1,
R_1r37SsdS8wLe651,Default Response Set,Anonymous,,,108.243.20.191,0,2016-04-24 03:49:49,2016-04-24 03:56:13,1,2811909,35-44,Democrat,Strong,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very familiar,Extremely familiar,Female,Less than High School,Other,Living w/ partner,Michigan,,,Control,,,,,Q26|Q18|Q19,3|1|2,2|1,42.931396484375,-85.649696350098,-1,
R_2ueypavXpaUN8A1,Default Response Set,Anonymous,,,96.43.45.133,0,2016-04-24 04:26:33,2016-04-24 04:30:21,1,5829121,45-54,Democrat,Weak,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Extremely familiar,Extremely familiar,Female,High School / GED,Unemployed,"Single, never married",Arkansas,,,Treatment,,,,Q45|Q20|Q18,,2|3|1,1|2,35.758407592773,-90.375099182129,-1,
R_QlXilkcfzHxYq7D,Default Response Set,Anonymous,,,107.5.253.91,0,2016-04-24 04:33:11,2016-04-24 04:35:06,1,3526028,26-34,Democrat,Moderate,,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,,,,,,,Very familiar,Very familiar,Male,Some College,Service ,"Single, never married",Michigan,,Treatment,,,,,Q45|Q20|Q18,,1|3|2,1|2,42.425506591797,-83.253303527832,-1,
R_QgpJWV8R5RYtGE1,Default Response Set,Anonymous,,,69.62.144.117,0,2016-04-24 04:42:18,2016-04-24 04:44:58,1,9153462,26-34,Republican,Strong,,,,,,,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Very familiar,Slightly familiar,Male,High School / GED,"Production, transportation, and material moving ",Married with children,California,,,,,Control,,,Q26|Q18|Q19,2|1|3,1|2,38.616394042969,-121.49620056152,-1,
R_UPCeB2VSRy5K8OR,Default Response Set,Anonymous,,,67.180.174.192,0,2016-04-24 04:50:07,2016-04-24 04:54:05,1,7738186,45-54,Democrat,Strong,,,,,,,,Agree,Agree,Disagree,Disagree,Agree,Agree,Slightly familiar,Moderately familiar,Female,Some College,Service ,Married with children,California,,,Control,,,,,Q26|Q19|Q18,1|3|2,2|1,39.126602172852,-123.28050231934,-1,
R_3hgVVA9PzlQNCls,Default Response Set,Anonymous,,,162.193.62.146,0,2016-04-24 04:54:44,2016-04-24 04:57:54,1,9996261,35-44,Independent,,Republican,,,,,,,Agree,Agree,Disagree,Disagree,Agree,Agree,Extremely familiar,Extremely familiar,Female,Some College,Service ,Divorced,Louisiana,,,,,,Control,,Q26|Q19|Q18,1|2|3,1|2,32.252395629883,-93.575897216797,-1,
R_1PZ70j8JPzbhZ7G,Default Response Set,Anonymous,,,75.84.154.46,0,2016-04-24 05:08:06,2016-04-24 05:10:31,1,8625452,18-25,Democrat,Moderate,,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,,,,,,,Moderately familiar,Very familiar,Female,2-year College Degree,Service ,Living w/ partner,California,Treatment,,,,,,Q45|Q18|Q20,,2|3|1,1|2,34.17919921875,-118.46160125732,-1,
R_2DTXB6YBuHNkP6J,Default Response Set,Anonymous,,,63.243.37.162,0,2016-04-24 05:44:09,2016-04-24 05:45:47,1,2145944,55-64,Democrat,Weak,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Extremely familiar,Extremely familiar,Male,4-year College Degree,Unemployed,Divorced,Florida,,,Treatment,,,,Q45|Q18|Q20,,3|1|2,2|1,28.618499755859,-81.433601379395,-1,
R_1jProaLGB9QAayz,Default Response Set,Anonymous,,,76.31.134.129,0,2016-04-24 06:15:28,2016-04-24 06:20:22,1,4133476,55-64,Republican,Strong,,Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,,,,,,,Very familiar,Moderately familiar,Female,Some College,"Production, transportation, and material moving ",Married without children,Texas,,,,,,Treatment,Q45|Q20|Q18,,1|3|2,2|1,30.054901123047,-95.477096557617,-1,
R_2f8vz8rXYExhrsl,Default Response Set,Anonymous,,,184.36.163.115,0,2016-04-24 06:28:59,2016-04-24 06:32:21,1,8841061,26-34,Independent,,Democrat,,,,,,,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Slightly familiar,Moderately familiar,Male,4-year College Degree,Sales and office ,"Single, never married",Georgia,,Control,,,,,,Q26|Q19|Q18,1|3|2,2|1,33.863906860352,-84.124298095703,-1,
R_3xAA2rivO0yxKPD,Default Response Set,Anonymous,,,74.72.128.92,0,2016-04-24 06:38:04,2016-04-24 06:42:14,1,2471818,35-44,Democrat,Strong,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,Extremely familiar,Moderately familiar,Male,High School / GED,Service ,Married with children,New York,,,Treatment,,,,Q45|Q20|Q18,,2|3|1,1|2,40.766204833984,-73.986198425293,-1,
R_1IQO848bw0meuyL,Default Response Set,Anonymous,,,87.21.49.248,0,2016-04-24 06:45:17,2016-04-24 06:47:10,1,9968661,18-25,Independent,,Republican,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,,,,,,,Very familiar,Very familiar,Male,4-year College Degree,Unemployed,"Single, never married",District of Columbia,,,,Treatment,,,Q45|Q20|Q18,,3|1|2,2|1,44.493804931641,11.33869934082,-1,
R_3egZt2t3q4GDtK5,Default Response Set,Anonymous,,,99.118.160.155,0,2016-04-24 06:44:29,2016-04-24 06:47:24,1,2478198,26-34,Democrat,Strong,,,,,,,,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Very familiar,Very familiar,Male,Less than High School,Unemployed,"Single, never married",Missouri,,Control,,,,,,Q26|Q19|Q18,2|1|3,1|2,39.019897460938,-94.46410369873,-1,
R_1d4BbeZJdzYltdg,Default Response Set,Anonymous,,,72.47.176.70,0,2016-04-24 06:45:46,2016-04-24 06:48:29,1,1772943,26-34,Independent,,Democrat,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Very familiar,Very familiar,Female,Some College,"Production, transportation, and material moving ",Married without children,California,,Treatment,,,,,Q45|Q20|Q18,,3|1|2,2|1,37.505996704102,-118.31140136719,-1,
R_27v5Yi4XKcISq6x,Default Response Set,Anonymous,,,142.129.214.116,0,2016-04-24 06:45:55,2016-04-24 06:48:55,1,9780587,35-44,Democrat,Weak,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Slightly familiar,Slightly familiar,Male,Some College,Unemployed,Married with children,California,,,Control,,,,,Q26|Q18|Q19,1|3|2,1|2,33.838592529297,-117.20320129395,-1,
R_bNTAuYwMthLGIsp,Default Response Set,Anonymous,,,73.85.71.165,0,2016-04-24 06:47:37,2016-04-24 06:50:05,1,7104268,18-25,Independent,,Republican,,,,,,,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly familiar,Slightly familiar,Male,4-year College Degree,Service ,"Single, never married",Florida,,,,Control,,,,Q26|Q18|Q19,2|3|1,1|2,26.212005615234,-80.266899108887,-1,
R_2ferxwtDrRYpAcX,Default Response Set,Anonymous,,,162.216.46.134,0,2016-04-24 06:47:33,2016-04-24 06:50:20,1,4872086,26-34,Democrat,Strong,,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,,,,,,,Moderately familiar,Moderately familiar,Male,4-year College Degree,Service ,Married without children,Louisiana,,Treatment,,,,,Q45|Q20|Q18,,2|1|3,2|1,33.036193847656,-96.671203613281,-1,
R_2Pi12tWCaXjj9Jd,Default Response Set,Anonymous,,,108.167.37.64,0,2016-04-24 06:47:28,2016-04-24 06:50:56,1,4893192,45-54,Democrat,Weak,,,,,,,,Agree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Very familiar,Moderately familiar,Female,2-year College Degree,Service ,Married with children,Nebraska,,,Control,,,,,Q26|Q18|Q19,3|1|2,1|2,40.827697753906,-96.605903625488,-1,
R_ezzGXm8SGgEYzQd,Default Response Set,Anonymous,,,67.246.113.96,0,2016-04-24 06:49:24,2016-04-24 06:53:38,1,1368650,35-44,Republican,Weak,,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Very familiar,Very familiar,Male,Some College,"Production, transportation, and material moving ","Single, never married",New York,,,,,,Treatment,Q45|Q20|Q18,,3|1|2,2|1,43.348007202148,-76.34220123291,-1,
R_2Bu4FBFNHm7h1mw,Default Response Set,Anonymous,,,69.204.209.143,0,2016-04-24 06:51:27,2016-04-24 06:53:44,1,1510840,18-25,Independent,,Democrat,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Slightly familiar,Moderately familiar,Male,4-year College Degree,"Construction, extraction, and maintenance ",Living w/ partner,New York,Treatment,,,,,,Q45|Q20|Q18,,3|1|2,1|2,42.305603027344,-77.631500244141,-1,
R_21EZlqMJuczttPV,Default Response Set,Anonymous,,,47.223.164.85,0,2016-04-24 06:51:59,2016-04-24 06:55:40,1,4981634,35-44,Independent,,Democrat,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,,,,,,,Extremely familiar,Extremely familiar,Male,High School / GED,Retired,Married with children,Texas,,,Treatment,,,,Q45|Q18|Q20,,2|1|3,1|2,32.122299194336,-95.922698974609,-1,
R_zYD4Eh8k0LAoW7n,Default Response Set,Anonymous,,,74.177.186.230,0,2016-04-24 06:50:47,2016-04-24 06:56:01,1,8058364,45-54,Democrat,Moderate,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Very familiar,Very familiar,Female,"Professional Degree (JD, MD)","Management, professional, and related ","Single, never married",North Carolina,,,Treatment,,,,Q45|Q20|Q18,,1|2|3,2|1,36.061706542969,-79.823402404785,-1,
R_3sgZvHtKwonYuqF,Default Response Set,Anonymous,,,108.242.228.137,0,2016-04-24 06:51:15,2016-04-24 06:56:54,1,451937,26-34,Independent,,Democrat,,,,,,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderately familiar,Slightly familiar,Male,Some College,Service ,"Single, never married",Florida,,Control,,,,,,Q26|Q18|Q19,3|1|2,1|2,30.35710144043,-87.163902282715,-1,
R_306wanB2EouPspi,Default Response Set,Anonymous,,,97.78.192.140,0,2016-04-24 06:54:41,2016-04-24 06:56:54,1,8807256,18-25,Democrat,Strong,,,,,,,,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly familiar,Very familiar,Male,4-year College Degree,"Management, professional, and related ","Single, never married",Indiana,Control,,,,,,,Q26|Q19|Q18,2|1|3,1|2,39.785095214844,-86.166496276855,-1,
R_1M3Duviqj2QFS2A,Default Response Set,Anonymous,,,75.41.110.48,0,2016-04-24 06:55:07,2016-04-24 06:58:14,1,2271998,26-34,Democrat,Strong,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,Extremely familiar,Very familiar,Male,Masters Degree,Sales and office ,Married with children,Michigan,,Treatment,,,,,Q45|Q18|Q20,,3|1|2,2|1,42.290100097656,-83.287696838379,-1,
R_3oYgI9FSZelwcAf,Default Response Set,Anonymous,,,66.75.46.217,0,2016-04-24 06:57:55,2016-04-24 07:00:39,1,8316794,18-25,Democrat,Moderate,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Extremely familiar,Moderately familiar,Male,Some College,Unemployed,"Single, never married",California,Control,,,,,,,Q26|Q18|Q19,3|2|1,2|1,32.80729675293,-117.1324005127,-1,
R_1ClkMoETwqlKnNX,Default Response Set,Anonymous,,,71.226.158.90,0,2016-04-24 06:57:31,2016-04-24 07:01:22,1,1966167,18-25,Independent,,Democrat,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Very familiar,Very familiar,Male,Some College,Unemployed,"Single, never married",South Carolina,Treatment,,,,,,Q45|Q20|Q18,,3|1|2,2|1,33.524398803711,-81.942398071289,-1,
R_32IXler60hTLTdD,Default Response Set,Anonymous,,,119.104.12.203,0,2016-04-24 06:57:38,2016-04-24 07:02:10,1,6295219,18-25,Democrat,Moderate,,,,,,,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Extremely familiar,Extremely familiar,Female,4-year College Degree,Sales and office ,Living w/ partner,New York,Control,,,,,,,Q26|Q18|Q19,1|3|2,2|1,35.690002441406,139.69000244141,-1,
R_2YahqeFCElD4Q7O,Default Response Set,Anonymous,,,71.180.73.237,0,2016-04-24 06:59:02,2016-04-24 07:02:14,1,4094026,26-34,Independent,,Democrat,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Extremely familiar,Extremely familiar,Female,2-year College Degree,Service ,Married without children,Florida,,Control,,,,,,Q26|Q18|Q19,1|3|2,1|2,28.239700317383,-82.738800048828,-1,
R_2YgrQlXaqDrI4BQ,Default Response Set,Anonymous,,,184.57.102.54,0,2016-04-24 07:03:21,2016-04-24 07:05:04,1,772880,18-25,Democrat,Strong,,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,,,,,,,Extremely familiar,Extremely familiar,Other,4-year College Degree,Other,"Single, never married",Ohio,Treatment,,,,,,Q45|Q20|Q18,,1|2|3,1|2,40.639099121094,-83.598098754883,-1,
R_bvyg5p94W30yLHr,Default Response Set,Anonymous,,,173.95.175.108,0,2016-04-24 07:03:22,2016-04-24 07:06:51,1,2323994,45-54,Independent,,Republican,,,,,,,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Extremely familiar,Very familiar,Female,4-year College Degree,Other,Married with children,North Carolina,,,,,,Control,,Q26|Q19|Q18,1|3|2,1|2,35.711395263672,-78.886199951172,-1,
R_2vem1rsffXfkB0A,Default Response Set,Anonymous,,,68.38.174.40,0,2016-04-24 06:59:12,2016-04-24 07:07:02,1,5774095,35-44,Independent,,Democrat,,,,,,,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Very familiar,Very familiar,Male,Some College,Other,Married with children,Indiana,,,Control,,,,,Q26|Q18|Q19,2|1|3,2|1,39.582504272461,-86.367897033691,-1,
R_3lGG5o6VBKqJ4yO,Default Response Set,Anonymous,,,74.103.252.215,0,2016-04-24 07:04:22,2016-04-24 07:07:04,1,6145123,35-44,Independent,,Democrat,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Extremely familiar,Extremely familiar,Female,4-year College Degree,Service ,"Single, never married",Rhode Island,,,Treatment,,,,Q45|Q18|Q20,,1|2|3,2|1,41.705001831055,-71.460403442383,-1,
R_1etNaUJrDBSZOYt,Default Response Set,Anonymous,,,67.171.185.176,0,2016-04-24 07:01:33,2016-04-24 07:07:30,1,8482060,26-34,Independent,,Democrat,,,,,,,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Very familiar,Moderately familiar,Male,High School / GED,Unemployed,"Single, never married",Oregon,,Control,,,,,,Q26|Q18|Q19,2|1|3,2|1,45.498001098633,-122.77839660645,-1,
R_O2oF6p19Dq8HMGZ,Default Response Set,Anonymous,,,107.92.121.26,0,2016-04-24 07:05:34,2016-04-24 07:08:49,1,3933358,26-34,Independent,,Republican,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,Slightly familiar,Moderately familiar,Male,Some College,Unemployed,Living w/ partner,Michigan,,,,,Treatment,,Q45|Q20|Q18,,2|3|1,2|1,42.49690246582,-83.23210144043,-1,
R_30qqyTfqogxGwcY,Default Response Set,Anonymous,,,86.181.79.72,0,2016-04-24 07:08:18,2016-04-24 07:10:06,1,8594743,18-25,Democrat,Moderate,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,Moderately familiar,Extremely familiar,Female,4-year College Degree,"Management, professional, and related ",Living w/ partner,Alabama,Treatment,,,,,,Q45|Q18|Q20,,2|1|3,1|2,51.335800170898,1.4154968261719,-1,
R_3lzDwY7LYPQCcY0,Default Response Set,Anonymous,,,67.43.100.253,0,2016-04-24 07:04:25,2016-04-24 07:11:28,1,4331209,45-54,Democrat,Moderate,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly familiar,Slightly familiar,Female,4-year College Degree,Sales and office ,Separated,Pennsylvania,,,Control,,,,,Q26|Q19|Q18,2|1|3,2|1,40.321197509766,-79.379501342773,-1,
R_POMrXKUTjKjV2yB,Default Response Set,Anonymous,,,198.8.80.33,0,2016-04-24 07:10:31,2016-04-24 07:13:17,1,5285135,26-34,Independent,,Democrat,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,,,,,,,Very familiar,Very familiar,Male,Some College,Other,"Single, never married",California,,Treatment,,,,,Q45|Q18|Q20,,2|1|3,1|2,34.043792724609,-118.25120544434,-1,
R_3m36ddCoUHloxNA,Default Response Set,Anonymous,,,198.255.229.232,0,2016-04-24 07:10:24,2016-04-24 07:13:41,1,7937478,45-54,Democrat,Strong,,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Very familiar,Very familiar,Female,"Professional Degree (JD, MD)","Management, professional, and related ",Married with children,Maine,,,Treatment,,,,Q45|Q20|Q18,,2|3|1,2|1,43.658905029297,-70.261497497559,-1,
R_2tDu5ZAKzh3I4ec,Default Response Set,Anonymous,,,68.204.68.130,0,2016-04-24 07:08:22,2016-04-24 07:13:58,1,2950077,55-64,Democrat,Moderate,,,,,,,,Neither Agree nor Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Extremely familiar,Very familiar,Female,4-year College Degree,Sales and office ,Married with children,Florida,,,Control,,,,,Q26|Q18|Q19,1|2|3,2|1,28.476806640625,-81.631896972656,-1,
R_3fZwanzBciVnDQg,Default Response Set,Anonymous,,,72.219.242.12,0,2016-04-24 07:09:47,2016-04-24 07:15:05,1,6078263,45-54,Democrat,Strong,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Moderately familiar,Moderately familiar,Female,Masters Degree,Government ,Married without children,Virginia,,,Treatment,,,,Q45|Q20|Q18,,2|1|3,1|2,38.75700378418,-77.148696899414,-1,
R_2XiFY0idSH3VcHJ,Default Response Set,Anonymous,,,24.53.65.143,0,2016-04-24 07:10:59,2016-04-24 07:17:09,1,1214261,26-34,Democrat,Moderate,,,,,,,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Extremely familiar,Extremely familiar,Female,High School / GED,Sales and office ,Divorced,Virginia,,Control,,,,,,Q26|Q19|Q18,1|3|2,1|2,37.365005493164,-79.309898376465,-1,
